time,lon,lat,nv,precipitation,time_bnds
2023-05-01 00:00:00,-124.25,41.95,0,0.076000005,2023-05-01 00:00:00
2023-05-01 00:00:00,-124.25,41.95,1,0.076000005,2023-06-01 00:00:00
2023-05-01 00:00:00,-124.149994,32.25,0,0.007,2023-05-01 00:00:00
2023-05-01 00:00:00,-124.149994,32.25,1,0.007,2023-06-01 00:00:00
2023-05-01 00:00:00,-124.149994,32.35,0,0.0050000004,2023-05-01 00:00:00
2023-05-01 00:00:00,-124.149994,32.35,1,0.0050000004,2023-06-01 00:00:00
2023-05-01 00:00:00,-124.149994,32.45,0,0.004,2023-05-01 00:00:00
2023-05-01 00:00:00,-124.149994,32.45,1,0.004,2023-06-01 00:00:00
2023-05-01 00:00:00,-124.149994,32.55,0,0.004,2023-05-01 00:00:00
2023-05-01 00:00:00,-124.149994,32.55,1,0.004,2023-06-01 00:00:00
2023-05-01 00:00:00,-124.149994,32.649998,0,0.003,2023-05-01 00:00:00
2023-05-01 00:00:00,-124.149994,32.649998,1,0.003,2023-06-01 00:00:00
2023-05-01 00:00:00,-124.149994,32.75,0,0.004,2023-05-01 00:00:00
2023-05-01 00:00:00,-124.149994,32.75,1,0.004,2023-06-01 00:00:00
2023-05-01 00:00:00,-124.149994,32.85,0,0.0050000004,2023-05-01 00:00:00
2023-05-01 00:00:00,-124.149994,32.85,1,0.0050000004,2023-06-01 00:00:00
2023-05-01 00:00:00,-124.149994,32.95,0,0.008,2023-05-01 00:00:00
2023-05-01 00:00:00,-124.149994,32.95,1,0.008,2023-06-01 00:00:00
2023-05-01 00:00:00,-124.149994,33.05,0,0.013,2023-05-01 00:00:00
2023-05-01 00:00:00,-124.149994,33.05,1,0.013,2023-06-01 00:00:00
2023-05-01 00:00:00,-124.149994,33.149998,0,0.015000001,2023-05-01 00:00:00
2023-05-01 00:00:00,-124.149994,33.149998,1,0.015000001,2023-06-01 00:00:00
2023-05-01 00:00:00,-124.149994,33.25,0,0.019000001,2023-05-01 00:00:00
2023-05-01 00:00:00,-124.149994,33.25,1,0.019000001,2023-06-01 00:00:00
2023-05-01 00:00:00,-124.149994,33.35,0,0.018000001,2023-05-01 00:00:00
2023-05-01 00:00:00,-124.149994,33.35,1,0.018000001,2023-06-01 00:00:00
2023-05-01 00:00:00,-124.149994,33.45,0,0.026,2023-05-01 00:00:00
2023-05-01 00:00:00,-124.149994,33.45,1,0.026,2023-06-01 00:00:00
2023-05-01 00:00:00,-124.149994,33.55,0,0.031000001,2023-05-01 00:00:00
2023-05-01 00:00:00,-124.149994,33.55,1,0.031000001,2023-06-01 00:00:00
2023-05-01 00:00:00,-124.149994,33.649998,0,0.030000001,2023-05-01 00:00:00
2023-05-01 00:00:00,-124.149994,33.649998,1,0.030000001,2023-06-01 00:00:00
2023-05-01 00:00:00,-124.149994,33.75,0,0.033,2023-05-01 00:00:00
2023-05-01 00:00:00,-124.149994,33.75,1,0.033,2023-06-01 00:00:00
2023-05-01 00:00:00,-124.149994,33.85,0,0.025,2023-05-01 00:00:00
2023-05-01 00:00:00,-124.149994,33.85,1,0.025,2023-06-01 00:00:00
2023-05-01 00:00:00,-124.149994,33.95,0,0.031000001,2023-05-01 00:00:00
2023-05-01 00:00:00,-124.149994,33.95,1,0.031000001,2023-06-01 00:00:00
2023-05-01 00:00:00,-124.149994,34.05,0,0.031000001,2023-05-01 00:00:00
2023-05-01 00:00:00,-124.149994,34.05,1,0.031000001,2023-06-01 00:00:00
2023-05-01 00:00:00,-124.149994,34.149998,0,0.035,2023-05-01 00:00:00
2023-05-01 00:00:00,-124.149994,34.149998,1,0.035,2023-06-01 00:00:00
2023-05-01 00:00:00,-124.149994,34.25,0,0.035,2023-05-01 00:00:00
2023-05-01 00:00:00,-124.149994,34.25,1,0.035,2023-06-01 00:00:00
2023-05-01 00:00:00,-124.149994,34.35,0,0.024,2023-05-01 00:00:00
2023-05-01 00:00:00,-124.149994,34.35,1,0.024,2023-06-01 00:00:00
2023-05-01 00:00:00,-124.149994,34.45,0,0.024,2023-05-01 00:00:00
2023-05-01 00:00:00,-124.149994,34.45,1,0.024,2023-06-01 00:00:00
2023-05-01 00:00:00,-124.149994,34.55,0,0.023000002,2023-05-01 00:00:00
2023-05-01 00:00:00,-124.149994,34.55,1,0.023000002,2023-06-01 00:00:00
2023-05-01 00:00:00,-124.149994,34.649998,0,0.023000002,2023-05-01 00:00:00
2023-05-01 00:00:00,-124.149994,34.649998,1,0.023000002,2023-06-01 00:00:00
2023-05-01 00:00:00,-124.149994,34.75,0,0.023000002,2023-05-01 00:00:00
2023-05-01 00:00:00,-124.149994,34.75,1,0.023000002,2023-06-01 00:00:00
2023-05-01 00:00:00,-124.149994,34.85,0,0.021000002,2023-05-01 00:00:00
2023-05-01 00:00:00,-124.149994,34.85,1,0.021000002,2023-06-01 00:00:00
2023-05-01 00:00:00,-124.149994,34.95,0,0.019000001,2023-05-01 00:00:00
2023-05-01 00:00:00,-124.149994,34.95,1,0.019000001,2023-06-01 00:00:00
2023-05-01 00:00:00,-124.149994,35.05,0,0.021000002,2023-05-01 00:00:00
2023-05-01 00:00:00,-124.149994,35.05,1,0.021000002,2023-06-01 00:00:00
2023-05-01 00:00:00,-124.149994,35.149998,0,0.020000001,2023-05-01 00:00:00
2023-05-01 00:00:00,-124.149994,35.149998,1,0.020000001,2023-06-01 00:00:00
2023-05-01 00:00:00,-124.149994,35.25,0,0.023000002,2023-05-01 00:00:00
2023-05-01 00:00:00,-124.149994,35.25,1,0.023000002,2023-06-01 00:00:00
2023-05-01 00:00:00,-124.149994,35.35,0,0.023000002,2023-05-01 00:00:00
2023-05-01 00:00:00,-124.149994,35.35,1,0.023000002,2023-06-01 00:00:00
2023-05-01 00:00:00,-124.149994,35.45,0,0.025,2023-05-01 00:00:00
2023-05-01 00:00:00,-124.149994,35.45,1,0.025,2023-06-01 00:00:00
2023-05-01 00:00:00,-124.149994,35.55,0,0.024,2023-05-01 00:00:00
2023-05-01 00:00:00,-124.149994,35.55,1,0.024,2023-06-01 00:00:00
2023-05-01 00:00:00,-124.149994,35.649998,0,0.019000001,2023-05-01 00:00:00
2023-05-01 00:00:00,-124.149994,35.649998,1,0.019000001,2023-06-01 00:00:00
2023-05-01 00:00:00,-124.149994,35.75,0,0.016,2023-05-01 00:00:00
2023-05-01 00:00:00,-124.149994,35.75,1,0.016,2023-06-01 00:00:00
2023-05-01 00:00:00,-124.149994,35.85,0,0.014,2023-05-01 00:00:00
2023-05-01 00:00:00,-124.149994,35.85,1,0.014,2023-06-01 00:00:00
2023-05-01 00:00:00,-124.149994,35.95,0,0.012,2023-05-01 00:00:00
2023-05-01 00:00:00,-124.149994,35.95,1,0.012,2023-06-01 00:00:00
2023-05-01 00:00:00,-124.149994,36.05,0,0.013,2023-05-01 00:00:00
2023-05-01 00:00:00,-124.149994,36.05,1,0.013,2023-06-01 00:00:00
2023-05-01 00:00:00,-124.149994,36.149998,0,0.014,2023-05-01 00:00:00
2023-05-01 00:00:00,-124.149994,36.149998,1,0.014,2023-06-01 00:00:00
2023-05-01 00:00:00,-124.149994,36.25,0,0.017,2023-05-01 00:00:00
2023-05-01 00:00:00,-124.149994,36.25,1,0.017,2023-06-01 00:00:00
2023-05-01 00:00:00,-124.149994,36.35,0,0.016,2023-05-01 00:00:00
2023-05-01 00:00:00,-124.149994,36.35,1,0.016,2023-06-01 00:00:00
2023-05-01 00:00:00,-124.149994,36.45,0,0.012,2023-05-01 00:00:00
2023-05-01 00:00:00,-124.149994,36.45,1,0.012,2023-06-01 00:00:00
2023-05-01 00:00:00,-124.149994,36.55,0,0.011000001,2023-05-01 00:00:00
2023-05-01 00:00:00,-124.149994,36.55,1,0.011000001,2023-06-01 00:00:00
2023-05-01 00:00:00,-124.149994,36.649998,0,0.011000001,2023-05-01 00:00:00
2023-05-01 00:00:00,-124.149994,36.649998,1,0.011000001,2023-06-01 00:00:00
2023-05-01 00:00:00,-124.149994,36.75,0,0.015000001,2023-05-01 00:00:00
2023-05-01 00:00:00,-124.149994,36.75,1,0.015000001,2023-06-01 00:00:00
2023-05-01 00:00:00,-124.149994,36.85,0,0.015000001,2023-05-01 00:00:00
2023-05-01 00:00:00,-124.149994,36.85,1,0.015000001,2023-06-01 00:00:00
2023-05-01 00:00:00,-124.149994,36.95,0,0.018000001,2023-05-01 00:00:00
2023-05-01 00:00:00,-124.149994,36.95,1,0.018000001,2023-06-01 00:00:00
2023-05-01 00:00:00,-124.149994,37.05,0,0.016,2023-05-01 00:00:00
2023-05-01 00:00:00,-124.149994,37.05,1,0.016,2023-06-01 00:00:00
2023-05-01 00:00:00,-124.149994,37.149998,0,0.017,2023-05-01 00:00:00
2023-05-01 00:00:00,-124.149994,37.149998,1,0.017,2023-06-01 00:00:00
2023-05-01 00:00:00,-124.149994,37.25,0,0.020000001,2023-05-01 00:00:00
2023-05-01 00:00:00,-124.149994,37.25,1,0.020000001,2023-06-01 00:00:00
2023-05-01 00:00:00,-124.149994,37.35,0,0.020000001,2023-05-01 00:00:00
2023-05-01 00:00:00,-124.149994,37.35,1,0.020000001,2023-06-01 00:00:00
2023-05-01 00:00:00,-124.149994,37.45,0,0.017,2023-05-01 00:00:00
2023-05-01 00:00:00,-124.149994,37.45,1,0.017,2023-06-01 00:00:00
2023-05-01 00:00:00,-124.149994,37.55,0,0.014,2023-05-01 00:00:00
2023-05-01 00:00:00,-124.149994,37.55,1,0.014,2023-06-01 00:00:00
2023-05-01 00:00:00,-124.149994,37.649998,0,0.013,2023-05-01 00:00:00
2023-05-01 00:00:00,-124.149994,37.649998,1,0.013,2023-06-01 00:00:00
2023-05-01 00:00:00,-124.149994,37.75,0,0.013,2023-05-01 00:00:00
2023-05-01 00:00:00,-124.149994,37.75,1,0.013,2023-06-01 00:00:00
2023-05-01 00:00:00,-124.149994,37.85,0,0.013,2023-05-01 00:00:00
2023-05-01 00:00:00,-124.149994,37.85,1,0.013,2023-06-01 00:00:00
2023-05-01 00:00:00,-124.149994,37.95,0,0.012,2023-05-01 00:00:00
2023-05-01 00:00:00,-124.149994,37.95,1,0.012,2023-06-01 00:00:00
2023-05-01 00:00:00,-124.149994,38.05,0,0.012,2023-05-01 00:00:00
2023-05-01 00:00:00,-124.149994,38.05,1,0.012,2023-06-01 00:00:00
2023-05-01 00:00:00,-124.149994,38.149998,0,0.012,2023-05-01 00:00:00
2023-05-01 00:00:00,-124.149994,38.149998,1,0.012,2023-06-01 00:00:00
2023-05-01 00:00:00,-124.149994,38.25,0,0.013,2023-05-01 00:00:00
2023-05-01 00:00:00,-124.149994,38.25,1,0.013,2023-06-01 00:00:00
2023-05-01 00:00:00,-124.149994,38.35,0,0.011000001,2023-05-01 00:00:00
2023-05-01 00:00:00,-124.149994,38.35,1,0.011000001,2023-06-01 00:00:00
2023-05-01 00:00:00,-124.149994,38.45,0,0.017,2023-05-01 00:00:00
2023-05-01 00:00:00,-124.149994,38.45,1,0.017,2023-06-01 00:00:00
2023-05-01 00:00:00,-124.149994,38.55,0,0.024,2023-05-01 00:00:00
2023-05-01 00:00:00,-124.149994,38.55,1,0.024,2023-06-01 00:00:00
2023-05-01 00:00:00,-124.149994,38.649998,0,0.018000001,2023-05-01 00:00:00
2023-05-01 00:00:00,-124.149994,38.649998,1,0.018000001,2023-06-01 00:00:00
2023-05-01 00:00:00,-124.149994,38.75,0,0.012,2023-05-01 00:00:00
2023-05-01 00:00:00,-124.149994,38.75,1,0.012,2023-06-01 00:00:00
